Date & Time,Usage,Generation,Net_Meter,Volt,Garage_E,Garage_W,Phase_A,Phase_B,Solar
2014-01-01,118.951702219,121.92750444800001,150.788577775,3.073502218,0.003752237,0.012817775,65.871734446,53.079967773999996,121.92750444800001
2014-01-02,158.081871113,0.940353335,159.022224442,47.952377774,0.049642225,0.045116664,84.38173111,73.700140004,0.940353335
2014-01-03,117.970751119,2.565496667,116.971474448,4.8157022220000005,0.005835549,0.016977781,66.721888885,51.248862224,2.565496667
2014-01-04,167.351729999,5.6153199990000005,163.138503329,58.024342225,0.060446666,0.051743335,88.070005554,79.281724448,5.6153199990000005
2014-01-05,132.846994446,32.461335558,117.527605561,4.056771119,0.004928888,0.013042225,75.03031333,57.816681115,32.461335558
2014-01-06,151.63128333,8.715908884,146.399647782,45.635306669,0.047243333,0.044053349,82.63089333399999,69.000389999,8.715908884
2014-01-07,139.269526666,166.876868892,270.074353336,45.691975559,0.047393327,0.043691116,67.345773338,71.923753335,166.876868892
2014-01-08,88.491797779,160.523573335,200.647442221,0.220782225,0.001088883,0.010366673,38.036806673,50.454991109,160.523573335
2014-01-09,121.129027779,155.243802222,197.791138896,0.21731999800000001,0.001024438,0.010859988,64.01476111,57.114266665,155.243802222
2014-01-10,141.71498667,9.810720001,135.631111115,57.737206668,0.059715557,0.052327766,74.493207777,67.22177888899999,9.810720001
2014-01-11,145.189536663,7.055131112,139.337969995,47.453355552,0.049293337,0.045720008,83.553776663,61.63576,7.055131112
2014-01-12,129.249460003,34.665780002,108.494828891,35.142219999,0.036475564,0.037073334,72.126895558,57.122564446,34.665780002
2014-01-13,175.485746669,128.122879997,200.501517779,46.679631107,0.048281112,0.045253327,96.682777779,78.80296889,128.122879997
2014-01-14,140.66526776999999,8.708753334,133.33037888799998,46.818888888,0.048013344,0.045573328,73.477758886,67.187508893,8.708753334
2014-01-15,149.800892221,151.99398889100001,235.15053889,46.601395553,0.048106674,0.045579999,82.998034446,66.802857774,151.99398889100001
2014-01-16,152.335862219,14.155433331,148.674897779,45.692951116,0.047165562,0.044722224,87.19422666999999,65.141635557,14.155433331
2014-01-17,135.711645555,130.939526661,231.733267776,46.193306668,0.047684449,0.044949996,69.809175558,65.902469998,130.939526661
2014-01-18,137.084780002,5.733146667,132.624046666,0.216322225,0.000814459,0.011940004,83.786676664,53.298103332,5.733146667
2014-01-19,116.098503334,45.347086668,110.47807666599999,0.219695559,0.0009466710000000001,0.016872236,65.605073332,50.493430006,45.347086668
2014-01-20,137.544772221,60.938646664000004,165.244996665,46.772000004,0.048330002,0.044757794000000004,72.64260222,64.902170005,60.938646664000004
2014-01-21,144.317631109,41.011753333,140.916564442,45.447053335,0.047015563,0.043617778,72.791263331,71.526367777,41.011753333
2014-01-22,92.28966110900001,107.753920001,169.802730006,0.221599998,0.001031107,0.010646665,41.465626661,50.824034445,107.753920001
2014-01-23,134.220895563,151.396100004,153.926660003,0.218368887,0.001019995,0.01045333,73.300996663,60.919898888,151.396100004
2014-01-24,135.429724441,181.576912219,274.75040111100003,46.399144443,0.048107776,0.04368666,68.838761107,66.590963338,181.576912219
2014-01-25,112.893781115,58.794417772,112.713343333,14.917673335,0.016000002,0.0204311,59.134251115,53.759530002,58.794417772
2014-01-26,157.417312222,41.997551112,130.968845551,26.095924439999997,0.027385556,0.028822211,80.09313111099999,77.324181107,41.997551112
2014-01-27,150.686411109,19.192782218,147.268342221,45.041124447,0.046801111,0.042862229,80.36975333,70.316657773,19.192782218
2014-01-28,131.595578888,142.50856000299999,241.965321105,46.090593332,0.047889999,0.043677772,59.137675555,72.457903337,142.50856000299999
2014-01-29,141.07036222,183.87174777799999,164.480783337,45.182784441,0.047441114,0.043294447,71.24746889000001,69.82289333199999,183.87174777799999
2014-01-30,179.957534448,188.781628891,251.358745554,45.768506664,0.047413345,0.043337786,92.859125555,87.098408889,188.781628891
2014-01-31,86.823728891,104.949097774,156.601775556,0.218968887,0.000658913,0.010506672,43.834444447,42.989284446,104.949097774
2014-02-01,82.016133334,124.410330001,159.290094443,0.211375554,0.000495552,0.010987778,47.459993338,34.556140003,124.410330001
2014-02-02,90.865255553,48.449331108,77.346820001,0.210484444,0.000463326,0.011017772,54.60128778,36.263967782,48.449331108
2014-02-03,115.203512225,6.186374443,110.677324445,46.058279999,0.047344451,0.043025547,60.243935555,54.959576665,6.186374443
2014-02-04,143.603924439,87.400011112,189.541682221,46.315231108,0.047727789,0.043994442,72.692281112,70.91164333500001,87.400011112
2014-02-05,117.118882224,0.924535553,118.043417783,0.222108885,0.000555564,0.011893328,67.712024446,49.406857776,0.924535553
2014-02-06,173.614577776,35.378845556,188.117456668,49.305862222,0.05088113,0.046022224,96.957861108,76.656716664,35.378845556
2014-02-07,135.537657777,194.286995554,296.141006663,46.280642223,0.047915558000000004,0.043876666,66.94099889,68.596658887,194.286995554
2014-02-08,127.59437111,140.945353335,197.946551113,30.240899997,0.031320017,0.032476664,66.067959997,61.526411114,140.945353335
2014-02-09,180.512947782,159.733917777,205.488061108,75.553820002,0.077576687,0.065149991,94.180657775,86.332289999,159.733917777
2014-02-10,135.133430004,157.026108887,264.645318888,46.161555561,0.047607795,0.043882228,65.424526665,69.708903333,157.026108887
2014-02-11,132.754179998,204.829448891,303.01820444599997,46.213335558,0.047886678,0.043855559,62.295492221,70.458687779,204.829448891
2014-02-12,134.452633336,195.854317779,272.306155554,45.733695553,0.047638895,0.043435557,64.187718894,70.264914439,195.854317779
2014-02-13,165.090084446,0.935688889,165.951484441,2.534339992,0.00321446,0.021995545,92.809737778,72.280346666,0.935688889
2014-02-14,132.826601112,4.221065552,129.875582221,46.617515555,0.048216684,0.04463778,71.756846673,61.069754444,4.221065552
2014-02-15,150.844223335,6.379698888,145.742131112,41.645528887,0.043158913,0.041736664,81.004696669,69.839526664,6.379698888
2014-02-16,127.550896664,62.608404438,131.453934444,3.904666664,0.004598906,0.012979978,70.37308555,57.177811113,62.608404438
2014-02-17,126.678433335,183.248691112,265.278913335,45.93501778,0.047752227,0.043618887,62.017937781,64.660495552,183.248691112
2014-02-18,157.847425559,8.592766669,150.472121115,47.038584448,0.048655573,0.044516655,82.595335554,75.252090004,8.592766669
2014-02-19,75.963161114,2.261135553,75.361087774,0.222222221,0.000868898,0.010605553,34.594152219,41.369008892,2.261135553
2014-02-20,86.892240003,148.411504447,187.924420002,0.212564446,0.000712237,0.01097221,50.159283328,36.732956669,148.411504447
2014-02-21,136.371243329,16.068944447,130.875769999,47.427126666999996,0.048925580999999996,0.045203335,78.219450004,58.151793331,16.068944447
2014-02-22,137.719948894,214.72497333,257.345093335,59.183639997,0.060835564,0.054393337,74.572021112,63.147927771,214.72497333
2014-02-23,139.55756,73.101217773,162.218384445,58.09632222,0.059376657,0.052759995000000004,70.991274449,68.566285552,73.101217773
2014-02-24,91.006396664,150.739774446,192.248271108,14.721144442,0.015377797,0.021615557,44.718586668,46.287809991,150.739774446
2014-02-25,148.499416666,90.387555557,173.165587779,46.766995558,0.048200013,0.044487771,79.968263336,68.531153332,90.387555557
2014-02-26,128.113621116,130.197513334,222.145001114,46.047593332,0.047428901,0.043953336,62.230398891,65.883222222,130.197513334
2014-02-27,126.80829556,130.799302217,220.783311107,45.960773328,0.047488903,0.043818883,60.17125778,66.63703778,130.799302217
2014-02-28,149.989112224,242.90864334,297.384839997,46.59654667,0.048311124,0.044058891,80.075907779,69.913204446,242.90864334
2014-03-01,162.348382221,184.277775558,201.819313332,47.194944447,0.048864459,0.044452225,88.26685222100001,74.081530003,184.277775558
2014-03-02,110.657886661,62.59726667,102.029155553,0.222686667,0.000505565,0.010863318,60.383555558,50.27433111,62.59726667
2014-03-03,139.980911118,86.002460001,166.890979998,47.478444435,0.048997796,0.044729985,72.361406664,67.619504441,86.002460001
2014-03-04,146.326113336,153.175128887,228.577046667,46.369820006,0.047828902,0.044163321,74.189929996,72.136183334,153.175128887
2014-03-05,137.511815565,67.385744444,167.917677777,45.7663,0.047335569,0.043849994,72.40135778,65.11045778,67.385744444
2014-03-06,167.601726671,251.00879556200002,284.710539999,46.481184445000004,0.048034455000000004,0.044579987,86.904587773,80.697138886,251.00879556200002
2014-03-07,123.821150003,232.52128222300001,313.352232225,45.632620003,0.047399998,0.043696659,59.400096669,64.42105333399999,232.52128222300001
2014-03-08,142.178115556,137.990437781,177.865077779,73.51852667,0.075173332,0.063684437,70.177095559,72.00102,137.990437781
2014-03-09,166.748901114,237.970947775,228.526766666,82.960097773,0.084714437,0.069958881,84.010917779,82.737983331,237.970947775
2014-03-10,121.89306555099999,65.97503888600001,157.610582228,46.075782224,0.047391124,0.043847769,60.688784445,61.204281110000004,65.97503888600001
2014-03-11,132.007859996,224.458526667,317.476106665,47.242466668,0.048457778,0.045442228,70.831752224,61.176107772,224.458526667
2014-03-12,121.226579999,25.912085557,123.103478885,45.491799996,0.046486644,0.044614442,61.649016659,59.577563332,25.912085557
2014-03-13,152.80343444,143.983263331,214.322408889,45.516351115,0.046804449,0.043986666,80.629922223,72.173512222,143.983263331
2014-03-14,122.304633332,136.165168888,214.333635555,46.470953337,0.04792557,0.044459996,59.587274444,62.717358888,136.165168888
2014-03-15,148.759959999,137.299861113,162.667576667,63.352482222,0.064912207,0.056833336,81.864015557,66.895944447,137.299861113
2014-03-16,122.208683341,251.866834447,238.373715553,3.935284445,0.004408894,0.013318894,65.173354441,57.03532889,251.866834447
2014-03-17,122.853924445,218.05767222,290.654476669,46.263920001,0.047830012,0.043748885,57.579205551,65.274718892,218.05767222
2014-03-18,125.39807000100001,257.93177333,332.562961111,51.397491113,0.052832234,0.047468891,60.388314445,65.009755556,257.93177333
2014-03-19,120.024334445,95.436042225,183.318345552,46.207617777,0.047306663,0.043996667,58.914693338,61.109641119,95.436042225
2014-03-20,164.182374448,117.784246675,194.815758892,46.665915558,0.047567763,0.044518882,91.119317778,73.063056669,117.784246675
2014-03-21,117.026291112,89.475791112,100.408842221,24.125388889,0.024534428,0.028192213,61.321460004,55.704831115,89.475791112
2014-03-22,109.874032222,185.025906671,212.741363334,27.141886667,0.027763323,0.029809992,54.158407778,55.715624442,185.025906671
2014-03-23,113.537097782,120.433748882,99.452079998,0.220168889,0.00030887600000000003,0.010727771,60.379644442,53.157453331,120.433748882
2014-03-24,125.368631118,274.756226666,355.370973335,46.982706665,0.048278889,0.044282235,60.135141113,65.233489998,274.756226666
2014-03-25,127.962197776,154.843010002,227.914816667,46.489108889,0.047586661,0.044063336,64.819200001,63.142997772,154.843010002
2014-03-26,69.587851112,149.69377333,164.307684444,0.222684444,0.000316648,0.010817774,32.590640003,36.997211116,149.69377333
2014-03-27,45.844237772,256.284272225,262.782754447,0.225177771,0.00054778,0.010298899,16.613828885,29.230408893,256.284272225
2014-03-28,42.405357779,34.237895557,43.272093332,0.223568892,0.000368857,0.010273337,17.065088893,25.340268887,34.237895557
2014-03-29,43.333405556,95.880647782,104.157148885,0.219868888,0.000328865,0.010624441,20.411133332,22.922272226,95.880647782
2014-03-30,37.125578888,46.547664446,52.884536668,0.219197778,0.000354422,0.011092229,17.031184441,20.09439445,46.547664446
2014-03-31,50.820284444,95.26285222599999,115.748207781,0.221275559,0.000396647,0.010804436,22.046536670000002,28.773747775,95.26285222599999
2014-04-01,36.59202778,244.248491115,247.254521113,0.221913334,0.000362209,0.010712211,16.547796667,20.044231111,244.248491115
2014-04-02,36.413698887,186.140534439,187.586059997,0.220017777,0.000356646,0.010743316,16.502184442,19.911514445,186.140534439
2014-04-03,36.556530001,242.769302223,245.312176673,0.220128887,0.000348868,0.010715551,16.462858891,20.09367111,242.769302223
2014-04-04,75.369504447,107.417714442,152.65976555,5.956502218,0.006095532,0.014504435999999999,40.17946222,35.190042224,107.417714442
2014-04-05,159.73456111,119.92567111,155.214847777,31.320986669,0.032016647,0.032977767,88.112766667,71.621794444,119.92567111
2014-04-06,135.84771889,271.248371106,265.189247778,30.71413333,0.031603341,0.031953332,70.474097781,65.373621115,271.248371106
2014-04-07,144.237595552,95.207497773,166.985175558,46.753304446,0.047514427,0.044708889,80.304917778,63.932677778,95.207497773
2014-04-08,137.289524445,68.847087775,138.938554442,46.763168893,0.047544429,0.045012227,76.207641114,61.081883329,68.847087775
2014-04-09,143.49907667,240.39253555599998,262.819225553,46.826408891,0.047795535,0.045216665,83.120504449,60.378572223,240.39253555599998
2014-04-10,144.189713329,274.335303333,281.211054448,46.504364441,0.047354426,0.044605545,83.578923331,60.610789997,274.335303333
2014-04-11,141.033462223,120.248406661,205.651742219,46.597724447,0.047637758,0.045343335,79.03868555,61.994776671,120.248406661
2014-04-12,159.685940002,257.978962222,242.858757776,33.9879,0.034669981,0.036554445,95.329079999,64.356860001,257.978962222
2014-04-13,132.373312223,133.137795557,147.284692221,23.840262216,0.024356647,0.028637782,75.958082228,56.415229999000005,133.137795557
2014-04-14,129.697517773,153.939384442,225.861637777,51.91486444,0.052965532,0.049418886,73.819683331,55.877834448,153.939384442
2014-04-15,145.889627776,23.143017779,125.462829997,47.191799992,0.048128861,0.046229989,85.354963334,60.534664446,23.143017779
2014-04-16,163.791364443,220.218409999,272.527109999,46.355522229,0.047337757,0.044307775,95.564744444,68.226620004,220.218409999
2014-04-17,142.91001,270.325468892,308.320445558,46.475202222,0.047246646,0.044915555,78.91090889,63.999101107,270.325468892
2014-04-18,165.06586111,153.541387781,181.901595552,46.903219996,0.047854428,0.044516657,93.449575561,71.616285559,153.541387781
2014-04-19,190.308938893,266.756162224,273.352310001,83.347604449,0.08598665,0.198325549,103.117960002,87.190978887,266.756162224
2014-04-20,136.494436666,110.318223335,162.503042227,25.421102222000002,0.026299987,0.127182224,73.207513334,63.286923332,110.318223335
2014-04-21,143.78444333299998,415.86780889,415.484894446,47.654824445,0.048737764,0.060229995,84.129525557,59.654917775,415.86780889
2014-04-22,182.100946666,144.24305,196.700821112,46.974924444,0.047973305,0.059332221,113.84420222600001,68.256744445,144.24305
2014-04-23,94.767433333,61.403672223,92.583212225,0.202308888,0.00036885900000000003,0.033981113,59.631431113,35.136002225,61.403672223
2014-04-24,146.226899999,285.675280004,320.118593334,47.829104441,0.048987765,0.060596663,79.796739999,66.430159999,285.675280004
2014-04-25,155.895164442,234.563644442,292.658497783,47.578173335,0.048721099,0.059733333,89.517260002,66.377904446,234.563644442
2014-04-26,180.069750004,81.319278886,165.669784443,38.914782221,0.039852197,0.055063329,105.786552224,74.283197776,81.319278886
2014-04-27,109.741660005,104.245155561,118.238626663,0.208468891,0.000373303,0.033671107,70.441298888,39.300361109,104.245155561
2014-04-28,159.801104447,258.677583333,293.149354443,47.116557779,0.048334429,0.05961666,97.626484445,62.174619997,258.677583333
2014-04-29,179.824586668,78.132780003,154.578177773,46.08277556,0.046905528,0.058654449,107.997148893,71.82743777900001,78.132780003
2014-04-30,166.767426667,30.562497781,139.384917778,46.805633334,0.047849973,0.059517779,102.452575556,64.314851111,30.562497781
2014-05-01,154.229585549,137.020424443,206.255876671,46.742073336,0.047947757,0.059638888,86.28847667,67.941108889,137.020424443
2014-05-02,151.119311106,141.791024447,196.900959998,47.070313331,0.048162197,0.060260001,88.98210555600001,62.137205559,141.791024447
2014-05-03,126.977262227,121.350802221,131.308986662,39.657062223,0.040566638,0.056254438,75.587071107,51.390191111,121.350802221
2014-05-04,113.024683336,184.162213331,162.276703335,0.20349334,0.000325525,0.034131119,69.256663331,43.768019998,184.162213331
2014-05-05,160.33959444,204.862368887,260.251032224,52.025211106,0.053167752,0.063053334,94.065845555,66.273748888,204.862368887
2014-05-06,110.199983331,194.103966669,191.496303331,0.198166665,0.000338859,0.033953331,71.48144667,38.718536665,194.103966669
2014-05-07,83.718648893,229.615026667,229.099424448,0.19521111,0.00034997100000000003,0.034367782,50.606087778,33.112561113,229.615026667
2014-05-08,72.642202221,170.00272556,163.93197444199998,0.194951117,0.000324415,0.033807774,45.345965557,27.29623667,170.00272556
2014-05-09,181.850357782,23.910664442,168.713888891,93.946833335,0.096155531,0.086431109,103.547877778,78.302480003,23.910664442
2014-05-10,157.810294445,155.061588889,144.225827781,48.041940002,0.049554422,0.059924455,98.347521107,59.462773335,155.061588889
2014-05-11,96.78010111100001,268.221040001,234.530090001,0.200848891,0.000473328,0.034314451,59.472054445,37.308046665,268.221040001
2014-05-12,168.72442222,247.844888889,308.610457775,49.207895554,0.050468879,0.061057783,91.312650003,77.411772217,247.844888889
2014-05-13,94.983798887,153.86277333,179.139758889,0.195064445,0.000417754,0.034877769,57.565293338,37.418505552,153.86277333
2014-05-14,71.12678444,175.706193329,162.203091111,0.192208888,0.000413312,0.034733326,45.02054889,26.106235553,175.706193329
2014-05-15,146.184603334,70.239522218,116.287610003,50.291164443999996,0.051607756,0.062230002,89.405966668,56.778636664000004,70.239522218
2014-05-16,168.560452224,43.630713336,136.958394444,47.58465333,0.04884887,0.06123666,100.340389999,68.220062221,43.630713336
2014-05-17,142.011032224,266.035845554,255.338086671,48.218113335,0.049328877,0.062380002000000004,80.552088889,61.458943334,266.035845554
2014-05-18,128.774159999,250.416746661,243.32154889,34.823188891,0.036092202000000004,0.182380003,80.301212224,48.472947773,250.416746661
2014-05-19,198.405954448,208.502795558,239.469334444,61.607333329999996,0.063215532,0.067435559,118.798974443,79.60698,208.502795558
2014-05-20,155.14305556,258.605951111,321.625642224,49.352593332,0.05112444,0.17712,87.256309998,67.886745558,258.605951111
2014-05-21,143.351392224,253.892017779,299.453296672,49.097168884,0.050442222,0.061767774,78.591064444,64.760327776,253.892017779
2014-05-22,167.674646668,37.075337774,134.842560003,47.566999998,0.048694417999999996,0.061206665,106.916425558,60.758221112,37.075337774
2014-05-23,140.239303334,90.29955334,160.980189999,46.642428888,0.04770664,0.05988,81.249216671,58.990086671,90.29955334
2014-05-24,140.392747784,130.14892667,134.936765557,50.234442223,0.051396639,0.060948887,83.772597776,56.620150001,130.14892667
2014-05-25,126.865154443,229.04638889,293.87531,0.200926665,0.000377757,0.03449,77.713666668,49.151487779,229.04638889
2014-05-26,160.363107779,104.051315557,143.649309998,36.07391778,0.037143318,0.054119996000000004,89.39563110899999,70.967476665,104.051315557
2014-05-27,117.913756668,146.077173335,164.150609992,0.194940001,0.000478888,0.03522778,69.461575552,48.452181112,146.077173335
2014-05-28,95.707516668,46.940331109,78.203585553,18.76555778,0.019262196,0.045071102,59.731217778,35.976298889,46.940331109
2014-05-29,180.018672223,255.515824446,305.238349998,75.584424445,0.812762209,0.076242223,102.194822221,77.823850002,255.515824446
2014-05-30,101.835190002,165.14389110599998,199.602663332,20.191415551,0.020461095,0.044953323,60.963845554,40.871344446,165.14389110599998
2014-05-31,120.600064446,200.554346667,214.234182228,38.376693329,0.038604429,0.054543331,73.112646668,47.487417777,200.554346667
2014-06-01,147.962675557,253.429322216,205.148704448,40.321104442,0.041325545,0.131220003,82.437963329,65.52471221500001,253.429322216
2014-06-02,177.097194442,255.09490666599999,329.653154443,49.998846668,0.051020004,0.061602221,96.073903336,81.023291111,255.09490666599999
2014-06-03,182.450302222,235.679108888,280.783835551,50.449446667000004,0.05158667,0.061756666,96.177843333,86.272458892,235.679108888
2014-06-04,164.739600004,150.096080005,211.192055558,49.134377775,0.050058904,0.061148885,92.478148887,72.261451113,150.096080005
2014-06-05,147.312258887,97.4777,162.736432224,48.709368888,0.049414438,0.061308887,85.482041113,61.830217779,97.4777
2014-06-06,169.201724444,153.750244445,195.708228886,48.633915558,0.049283331,0.060853331000000004,99.694512225,69.50721222,153.750244445
2014-06-07,119.729725557,216.325715561,221.991376666,0.199893331,0.001000002,0.123537778,66.41944334,53.310282226,216.325715561
2014-06-08,143.292524446,232.324502221,222.162628885,14.896497774,0.015598879,0.076701107,76.993801112,66.298723333,232.324502221
2014-06-09,150.488132224,78.86026889200001,147.368454441,47.833059997,0.048639985000000004,0.059573332,84.316014447,66.172117776,78.86026889200001
2014-06-10,189.716273332,159.946928884,253.718460001,44.390464449,0.045199988999999996,0.060190006,106.276193335,83.440080001,159.946928884
2014-06-11,156.628517786,71.354424448,149.645339998,51.470251112,0.052613333,0.062185557,92.549494444,64.079023328,71.354424448
2014-06-12,146.955759998,30.579853334,119.174333329,47.891833332,0.048707757,0.06184444,88.246837783,58.708922225,30.579853334
2014-06-13,133.660267777,34.605775554,122.175327779,48.280939996,0.049331109,0.061083321,80.465886662,53.194381109,34.605775554
2014-06-14,87.511778884,204.58201778,176.005283332,0.196615554,0.001197804,0.16360666100000001,49.430944441,38.080834447,204.58201778
2014-06-15,93.42078222800001,253.405828885,221.644179998,0.197668882,0.000489997,0.034874437,52.439302218,40.981479997,253.405828885
2014-06-16,153.597452216,250.403843332,292.716082213,49.76210222,0.05074,0.062589997,76.742642224,76.854810003,250.403843332
2014-06-17,181.931681111,231.039288887,275.469463336,50.114784445,0.050981115,0.063236669,95.449991115,86.481689998,231.039288887
2014-06-18,167.538821111,214.013386664,219.421294438,0.19049555399999998,0.0006289010000000001,0.034968892,89.923231108,77.615589998,214.013386664
2014-06-19,166.491776666,200.880188889,245.903889998,49.308648891,0.050464463,0.062202222,86.542071113,79.949705557,200.880188889
2014-06-20,113.710582223,241.623431112,260.675311108,36.655617778,0.037461121,0.053405549000000004,67.845590001,45.864992223,241.623431112
2014-06-21,100.487193335,229.886695556,203.739831115,0.199808885,0.000464436,0.034450001,62.646556667,37.84063667,229.886695556
2014-06-22,112.514955558,180.18126667,153.988486666,0.197728888,0.001084434,0.16897,65.083190002,47.431765554,180.18126667
2014-06-23,180.25863778,235.238284439,245.005771106,49.088597777000004,0.049962218,0.061213336,98.811552221,81.447085554,235.238284439
2014-06-24,155.513187779,148.780311113,196.45587444,50.185402225,0.051414458,0.061558897,80.50294111,75.010246675,148.780311113
2014-06-25,146.706492223,197.537235557,207.908267775,0.192895554,0.000531112,0.03457334,82.356093337,64.350398892,197.537235557
2014-06-26,125.679345558,153.074695553,176.537323335,0.189077774,0.000533341,0.034953342,66.450077779,59.229267776,153.074695553
2014-06-27,145.402398889,250.80466889000002,264.07940777700003,28.101517781,0.028727784,0.050499995,75.584933337,69.81746555,250.80466889000002
2014-06-28,176.850148892,234.991502228,285.164473331,53.686193335,0.055546657,0.142862217,94.26395889,82.586190004,234.991502228
2014-06-29,194.538093333,235.253379997,205.464202224,52.304697779,0.053742226,0.06303333,99.275744444,95.262348882,235.253379997
2014-06-30,168.756028888,207.664588885,203.038397778,0.19037110599999998,0.000604465,0.03441556,92.762211114,75.993817777,207.664588885
